PrecinctName,HILLARY CLINTON,BERNIE SANDERS,WILLIE L_ WILSON,MARTIN J_ O'MALLEY,LARRY COHEN,ROQUE ROCKY DE LA FUENTE,DAVID FORMHALS,BRIAN O'NEILL w-in,DONALD J_ TRUMP,TED CRUZ,JOHN R_ KASICH,MARCO RUBIO,BEN CARSON,JEB BUSH,RAND PAUL,CHRIS CHRISTIE,MIKE HUCKABEE,CARLY FIORINA,RICK SANTORUM,JOANN BREIVOGEL,Total
Downers Grove 141,44,29,0,0,0,0,0,0,42,19,42,10,0,0,1,0,0,0,0,0,187
Downers Grove 140,58,48,0,0,0,0,0,0,54,52,49,11,0,0,1,1,0,0,0,0,274
Naperville 69,56,73,0,0,0,0,0,0,28,19,14,8,0,0,1,0,0,1,0,0,200
Naperville 68,77,81,1,0,0,0,0,0,29,21,16,2,1,1,0,0,0,1,0,0,230
Naperville 63,53,56,0,0,0,0,0,0,24,25,22,12,1,2,0,0,1,1,0,0,197
Naperville 62,54,96,0,0,0,0,0,0,31,25,35,15,0,1,3,0,0,0,0,0,260
Naperville 61,89,49,0,2,1,0,0,0,64,65,88,39,1,3,0,0,0,0,0,0,401
Naperville 60,105,185,0,0,1,0,0,0,46,58,36,15,2,1,1,0,0,0,0,0,450
Naperville 67,114,89,0,1,0,0,0,0,57,45,48,13,0,1,0,0,1,0,0,0,369
Naperville 66,64,42,1,0,0,0,0,0,41,36,48,22,0,1,0,0,0,1,0,0,256
Naperville 65,101,128,1,1,0,0,0,0,35,23,17,8,2,0,0,0,0,1,0,0,317
Naperville 64,51,58,0,0,0,0,0,0,26,35,43,20,0,1,1,0,0,0,0,0,235
Zion 415,129,98,0,0,0,1,0,0,57,64,20,17,2,3,0,0,2,0,1,0,394
Zion 414,112,72,2,0,0,0,0,0,93,64,28,16,0,1,1,2,1,1,0,0,393
Zion 413,118,80,0,0,0,1,0,0,14,30,6,11,1,0,0,0,1,0,0,0,262
Zion 412,149,101,1,0,1,0,0,0,49,50,9,15,6,1,0,0,0,0,0,0,382
Zion 411,101,91,0,0,0,0,0,0,36,37,9,11,3,2,0,1,1,0,0,0,292
Zion 410,97,93,1,0,1,0,0,0,73,51,7,9,1,1,0,0,0,0,0,0,334
Bloomingdale 11,40,46,0,0,0,0,0,0,82,51,30,10,0,1,0,0,0,0,0,0,260
Bloomingdale 10,76,60,0,0,0,0,0,0,76,42,30,12,2,1,0,0,0,1,0,0,300
Bloomingdale 13,29,43,0,0,0,0,0,0,71,36,32,21,0,0,0,0,0,0,0,0,232
Bloomingdale 12,68,90,0,2,0,0,0,0,92,35,42,29,2,2,2,0,1,0,0,0,365
Bloomingdale 15,118,132,1,0,0,0,0,0,66,32,16,16,2,0,3,0,0,0,0,0,386
Bloomingdale 14,68,53,0,0,0,0,0,0,38,18,5,4,1,1,1,0,0,0,0,0,189
Bloomingdale 17,45,50,0,0,0,0,0,0,108,32,42,23,0,0,0,1,0,0,0,0,301
Bloomingdale 16,58,58,0,0,0,0,0,0,46,29,13,9,0,0,0,1,0,0,0,0,214
Bloomingdale 19,73,89,0,0,0,1,0,0,117,32,45,12,0,1,0,0,0,0,0,0,370
Bloomingdale 18,69,67,0,0,0,0,0,0,58,44,37,12,0,0,0,0,0,0,0,0,287
Moraine 208,242,167,0,1,0,0,0,0,47,36,67,22,0,1,1,0,0,0,0,0,584
Moraine 209,328,196,2,6,0,1,0,0,71,45,59,29,2,1,0,0,0,1,0,0,741
Downers Grove 98,63,65,0,0,0,0,0,0,108,41,80,29,0,2,2,1,1,0,0,0,392
Downers Grove 99,106,100,0,0,0,0,0,0,71,47,46,14,0,0,0,1,0,0,0,0,385
Downers Grove 94,74,97,0,0,0,0,0,0,70,58,51,15,3,1,0,0,1,0,0,0,370
Downers Grove 95,40,53,0,1,0,0,0,0,102,47,50,27,0,0,0,0,0,0,0,0,320
Downers Grove 96,85,100,1,0,0,0,0,0,43,35,47,11,0,3,1,0,0,0,1,0,327
Downers Grove 97,65,84,0,0,0,0,0,0,69,46,46,20,0,0,0,0,1,0,0,0,331
Downers Grove 90,82,93,0,2,0,0,0,0,71,38,42,13,3,1,0,0,0,0,0,0,345
Downers Grove 91,86,78,0,0,0,0,0,0,52,29,31,6,2,0,0,0,0,0,0,0,284
Downers Grove 92,68,60,0,0,0,0,0,0,65,32,50,8,3,1,1,0,0,0,1,0,289
Downers Grove 93,61,72,0,0,1,0,0,0,90,27,39,16,0,0,0,0,0,0,1,0,307
SC0019,59,90,0,0,0,0,0,0,52,22,15,9,0,1,1,0,0,0,2,0,251
SC0018,79,110,0,1,0,0,0,0,75,102,85,20,2,2,1,0,0,0,0,0,477
SC0013,24,60,0,0,0,0,0,0,28,22,14,8,0,0,0,0,1,0,0,0,157
SC0012,70,95,0,0,0,0,0,0,85,55,45,25,0,1,0,0,0,0,0,0,376
SC0011,43,123,0,0,1,0,0,0,120,50,27,13,2,0,0,0,0,1,0,0,380
SC0010,74,104,0,0,0,0,0,0,63,54,65,16,1,1,2,0,0,0,1,0,381
SC0017,64,85,0,0,0,0,0,0,81,50,26,12,0,0,0,0,1,0,0,0,319
SC0016,75,81,0,1,0,0,0,0,116,66,99,36,2,1,0,0,1,0,0,0,478
SC0015,51,103,0,0,0,0,0,0,64,79,35,19,1,1,0,1,0,0,0,0,354
SC0014,30,42,0,0,0,0,0,0,23,25,29,16,1,0,0,0,1,0,1,0,168
Lisle 32,90,85,0,0,0,0,0,0,51,29,33,9,1,0,0,0,1,0,0,0,299
Lisle 33,89,98,0,1,1,0,0,0,73,56,91,14,0,0,0,1,0,0,0,0,424
Lisle 30,44,55,1,0,0,0,0,0,52,44,45,17,0,1,1,1,0,0,1,0,262
Lisle 31,68,86,0,0,0,0,0,0,61,53,98,29,1,1,2,0,0,2,0,0,401
Lisle 36,103,130,0,0,0,0,0,0,66,63,65,23,1,4,0,2,0,0,0,0,457
Lisle 37,62,86,0,0,0,0,0,0,60,78,77,16,2,3,1,1,0,0,0,0,386
Lisle 34,69,74,0,0,0,0,0,0,52,45,50,14,0,1,1,0,0,0,1,0,307
Lisle 35,88,98,0,0,0,0,0,0,42,49,43,9,1,1,1,0,0,0,0,0,332
Lisle 38,63,140,1,1,0,0,0,0,49,33,35,8,1,0,0,0,0,0,2,0,333
Lisle 39,83,66,0,0,1,0,0,0,47,40,44,22,0,0,0,0,0,0,2,0,305
8700008,111,142,0,0,0,0,0,0,61,63,73,25,1,0,2,0,0,0,0,0,478
8700009,101,82,0,0,1,0,0,0,102,75,96,22,1,0,1,0,0,0,0,0,481
8700002,128,119,0,1,0,0,0,0,93,75,116,21,0,2,0,1,0,0,0,0,556
8700003,60,60,0,0,0,0,0,0,94,64,78,30,1,0,0,0,0,1,1,0,389
8700001,94,83,0,1,1,0,0,0,51,38,49,13,1,5,0,0,0,0,0,0,336
8700006,111,128,0,0,0,0,0,0,80,58,74,26,1,0,0,1,0,0,0,0,479
8700007,96,133,0,0,0,0,0,0,80,71,75,19,0,0,0,0,1,1,0,0,476
8700004,84,119,0,0,0,0,0,0,32,28,14,7,1,1,0,0,0,1,0,0,287
8700005,143,189,0,0,0,0,0,0,93,87,55,34,1,0,1,0,0,0,0,0,603
BU0001,79,99,0,1,0,0,0,0,205,118,82,31,3,3,2,0,1,0,1,0,625
Moraine 211,301,190,0,0,0,0,0,0,47,38,52,26,0,3,0,1,0,1,0,0,659
Moraine 210,310,180,0,2,0,0,0,0,67,28,69,26,0,5,1,4,0,0,0,0,692
BB0002,129,169,0,1,1,0,0,0,207,138,110,53,3,2,2,0,0,0,0,0,815
BB0003,95,202,0,0,0,0,0,0,224,169,141,56,6,0,3,2,1,1,0,0,900
BB0001,64,133,0,0,1,0,0,0,99,88,70,20,2,4,2,0,0,1,0,0,484
BB0006,69,48,0,0,0,0,0,0,122,63,135,31,2,0,0,0,1,0,1,0,472
BB0004,154,159,0,0,0,0,0,0,197,127,201,63,1,4,1,2,2,1,0,0,912
BB0005,116,131,0,0,0,0,0,0,148,148,108,53,0,1,1,1,1,0,0,0,708
Newport 225,52,61,0,0,0,0,0,0,100,60,52,23,1,4,1,0,0,0,0,0,354
Wayne 48,45,62,0,0,0,0,0,0,103,84,45,22,0,0,1,0,1,0,0,0,363
Ela 81,88,94,0,0,0,0,0,0,119,52,86,46,0,1,0,0,0,0,0,0,486
Moraine 218,287,79,0,0,0,0,0,0,25,21,75,28,1,3,0,0,0,0,0,0,519
Vernon 248,120,150,0,0,0,0,0,0,48,38,30,13,0,3,1,0,0,1,0,0,404
Vernon 249,155,152,0,0,0,0,0,0,67,72,66,26,0,0,0,0,1,0,0,0,539
Vernon 247,94,121,0,1,0,0,0,0,53,37,32,14,0,1,0,0,0,1,0,0,354
Wayne 40,55,65,0,1,0,0,0,0,74,46,36,10,0,0,0,0,0,0,0,0,287
Wayne 41,112,125,0,1,0,0,0,0,79,45,43,25,1,0,0,0,0,0,0,0,431
7900038,80,55,3,1,0,2,0,0,27,5,1,1,0,1,0,0,0,0,0,0,176
7900039,136,88,0,0,0,2,0,0,35,36,132,26,2,2,0,0,0,1,0,0,460
Newport 228,208,185,0,0,0,0,0,0,71,79,31,27,4,2,1,0,1,0,0,0,609
7900032,50,67,0,2,1,0,0,0,55,17,9,7,2,0,0,0,0,0,0,0,210
7900033,49,64,0,3,2,2,0,0,37,6,5,3,0,0,0,0,0,0,0,0,171
7900030,37,37,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,92
7900031,98,92,0,1,0,0,0,0,85,45,82,23,1,1,0,0,0,1,0,0,429
7900036,77,49,0,1,0,0,0,0,105,75,71,33,1,2,0,0,0,1,0,0,415
7900037,83,108,0,1,0,1,0,0,68,20,11,7,0,0,0,1,0,0,0,0,300
7900034,60,64,0,1,0,0,0,0,47,14,11,7,0,0,0,0,0,0,0,0,204
7900035,79,112,0,4,1,0,0,0,101,34,16,7,1,0,0,0,0,0,0,0,355
Milton 19,84,90,0,0,0,0,0,0,59,79,85,22,1,4,1,0,0,0,0,0,425
Milton 18,65,82,0,0,0,0,0,0,84,109,88,37,0,1,0,1,0,0,0,0,467
Newport 229,93,103,1,1,0,0,0,0,123,92,74,26,0,1,0,0,0,0,0,0,514
Milton 11,55,74,0,0,0,0,0,0,49,31,71,16,0,1,5,1,0,0,0,0,303
Milton 10,78,63,0,0,0,0,0,0,37,57,100,16,2,1,0,1,0,0,0,0,355
Milton 13,68,54,0,0,0,0,0,0,41,32,80,22,3,2,1,0,1,0,0,0,304
Milton 12,59,69,0,0,0,0,0,0,36,40,66,26,0,1,0,0,0,1,0,0,298
Milton 15,69,68,0,0,0,0,0,0,36,68,68,30,1,1,0,0,0,0,0,0,341
Milton 14,68,39,0,0,0,0,0,0,37,40,95,31,0,1,0,0,0,1,0,0,312
Milton 17,46,46,0,1,0,0,0,0,60,45,85,15,1,0,0,0,0,1,0,0,300
Milton 16,57,51,0,0,0,0,0,0,50,41,120,41,1,0,3,0,0,0,0,0,364
BA0017,79,152,0,0,0,1,0,0,68,57,90,30,0,0,0,0,1,0,0,0,478
Wauconda 330,57,81,0,0,0,0,0,0,86,78,47,32,1,1,0,0,0,0,0,0,383
Wauconda 331,31,58,0,0,0,0,0,0,67,48,32,10,1,0,1,0,0,0,0,0,248
Wauconda 332,42,73,0,1,0,0,0,0,77,69,53,16,4,1,0,1,0,0,0,0,337
Wauconda 333,55,93,1,1,0,1,0,0,78,54,30,16,3,1,1,0,1,0,0,0,335
Wauconda 334,75,101,0,0,0,0,0,0,86,43,28,19,3,1,3,1,2,0,0,0,362
Wauconda 335,52,93,0,0,0,0,0,0,57,42,19,8,0,1,0,1,0,0,0,0,273
Wauconda 336,64,113,0,0,1,0,0,0,102,54,60,23,1,1,1,0,0,0,0,0,420
Wauconda 337,82,110,0,0,1,0,0,0,78,61,55,22,2,2,1,0,0,0,0,0,414
Wauconda 338,78,118,0,1,0,0,0,0,104,62,57,18,1,1,1,0,0,0,0,0,441
Wauconda 339,106,115,0,0,0,0,0,0,115,51,65,15,2,1,1,0,0,1,0,0,472
7700014,71,76,0,0,0,2,0,0,138,88,76,27,0,1,0,1,0,0,0,0,480
7700012,76,94,0,2,1,0,0,0,157,63,61,27,1,1,0,1,0,0,1,0,485
7700013,80,111,0,1,0,0,0,0,216,58,76,30,0,2,2,1,0,0,0,0,577
7700010,51,112,2,3,0,0,0,0,77,38,35,13,0,0,0,0,0,0,0,0,331
7700011,112,137,1,2,1,0,0,0,184,96,80,36,2,1,1,1,1,0,2,0,657
BA0014,91,124,0,0,0,0,0,0,85,88,95,34,1,0,1,2,0,0,0,0,521
Addison 48,78,73,0,0,0,1,0,0,30,8,7,5,0,0,0,0,0,0,0,0,202
Addison 49,76,88,0,1,1,0,0,0,39,23,10,11,0,4,0,0,0,0,0,0,253
Addison 44,53,59,0,0,0,0,0,0,64,29,18,4,1,1,2,0,2,0,0,0,233
Addison 45,77,107,0,0,0,0,0,0,63,19,28,3,0,0,2,0,0,0,0,0,299
Addison 46,62,66,0,0,0,0,0,0,99,49,45,9,2,0,1,0,0,0,0,0,333
Addison 47,52,67,0,0,0,0,0,0,54,21,15,13,1,1,0,0,0,1,1,0,226
Addison 40,86,72,0,0,0,0,0,0,75,39,25,12,1,1,1,0,0,0,0,0,312
Addison 41,64,94,0,1,0,0,0,0,54,22,21,10,0,0,0,0,0,0,0,0,266
Addison 42,59,44,0,3,0,0,0,0,62,37,25,11,0,0,0,0,0,0,0,0,241
Addison 43,87,106,0,0,0,0,0,0,65,22,7,12,1,1,0,0,0,0,0,0,301
Wauconda 342,70,84,0,0,0,0,0,0,143,73,56,18,4,1,3,0,1,1,2,0,456
Addison 35,82,82,0,0,0,0,0,0,57,41,23,7,2,0,0,0,0,0,0,0,294
Addison 37,72,76,1,0,0,0,0,0,38,19,17,3,0,0,0,0,0,0,0,0,226
Addison 36,75,58,0,1,0,0,0,0,68,23,23,5,1,1,2,0,0,0,0,0,257
Addison 31,105,79,0,0,1,1,0,0,73,32,17,9,2,1,1,0,1,0,0,0,322
Addison 30,54,51,0,0,1,0,0,0,64,26,21,9,0,0,1,0,0,0,0,0,227
BA0007,78,162,0,0,0,0,0,0,76,87,88,36,1,0,0,0,0,0,0,0,528
Downers Grove 89,54,48,0,0,0,0,0,0,145,41,59,21,0,1,0,0,1,1,0,0,371
Downers Grove 88,48,56,0,0,0,0,0,0,53,28,57,17,1,0,1,0,0,0,1,0,262
Downers Grove 87,112,83,1,0,0,0,0,0,127,56,108,21,1,4,0,1,0,1,0,0,515
Downers Grove 86,58,75,2,0,0,0,0,0,72,42,28,15,2,0,0,2,0,1,0,0,297
Downers Grove 85,52,50,0,0,0,0,0,0,57,43,80,31,0,3,0,0,0,0,0,0,316
Downers Grove 84,94,61,0,0,0,0,0,0,82,46,92,29,0,3,0,1,0,1,1,0,410
Downers Grove 83,73,70,0,0,0,0,0,0,87,58,137,35,0,0,1,2,1,0,0,0,464
Downers Grove 82,92,51,0,0,0,0,0,0,103,42,101,28,0,0,0,1,0,0,0,0,418
Downers Grove 81,80,88,0,0,0,0,0,0,56,21,30,13,1,0,0,1,0,0,0,0,290
Downers Grove 80,96,115,1,0,0,0,0,0,58,60,57,19,1,0,0,0,1,0,0,0,408
York 100,54,100,0,0,0,0,0,0,70,39,44,19,5,0,0,0,1,1,0,0,333
York 101,55,69,0,1,0,0,0,0,42,35,30,16,1,0,0,0,0,0,0,0,249
York 102,78,102,0,0,0,0,0,0,78,37,37,10,0,1,0,1,1,0,0,0,345
York 103,68,88,0,0,1,0,0,0,73,31,54,22,0,0,0,0,0,0,0,0,337
York 104,76,81,0,0,0,0,0,0,70,53,62,20,3,0,3,1,0,0,0,0,369
York 105,27,14,0,0,0,0,0,0,59,31,26,5,1,1,0,0,0,0,0,0,164
York 106,29,12,0,0,0,0,0,0,91,31,69,28,0,2,0,0,0,0,0,0,262
York 107,106,153,0,0,0,0,0,0,58,33,23,8,0,1,2,0,0,0,0,0,384
York 108,133,128,0,1,0,1,0,0,33,17,15,9,0,0,1,0,0,1,0,0,339
York 109,51,41,0,0,1,0,0,0,40,45,71,20,0,0,0,0,0,0,1,0,270
7600037,155,195,0,4,0,0,0,0,102,47,35,27,1,0,2,0,0,0,0,0,568
7600036,96,91,0,0,0,0,0,0,49,35,13,5,2,0,1,0,0,0,0,0,292
7600035,134,171,1,0,0,2,0,0,77,35,27,9,1,2,0,0,0,0,0,0,459
7600034,142,180,1,0,0,0,0,0,86,45,29,12,1,0,2,0,0,0,0,0,498
7600033,112,189,0,1,0,0,0,0,77,30,20,24,0,2,2,1,0,0,0,0,458
7600032,106,98,0,1,0,0,0,0,54,22,15,8,0,0,0,1,0,0,1,0,306
7600031,80,55,1,0,0,0,0,0,90,61,59,19,0,1,0,0,1,0,0,0,367
7600030,115,146,1,1,0,0,0,0,76,55,41,21,0,2,3,0,0,0,1,0,462
7600039,157,140,1,1,0,0,0,0,83,43,21,18,2,0,3,1,0,0,0,0,470
7600038,144,119,2,0,0,0,0,0,89,56,23,21,1,1,0,0,0,0,0,0,456
Lisle 25,83,72,0,0,0,1,0,0,51,39,66,10,1,0,0,0,0,0,0,0,323
Lisle 24,89,112,0,0,0,1,0,0,75,48,66,20,0,0,0,0,0,1,0,0,412
Lisle 27,95,80,0,0,0,0,0,0,55,46,67,14,1,1,0,1,0,1,2,0,363
Lisle 26,59,65,0,0,0,0,0,0,56,23,25,10,1,0,0,1,0,1,0,0,241
Lisle 21,86,129,0,2,0,0,0,0,57,49,25,9,1,2,0,1,0,1,0,0,362
Lisle 20,49,112,0,0,1,0,0,0,59,45,62,25,0,0,2,0,0,0,0,0,355
Lisle 23,55,77,0,0,0,0,0,0,56,41,50,21,0,0,0,0,0,0,0,0,300
Lisle 22,67,78,0,0,0,0,0,0,60,52,97,23,1,1,0,2,0,0,1,0,382
Lisle 29,69,132,0,0,0,0,0,0,92,56,52,28,1,1,1,1,1,0,1,0,435
Lisle 28,65,91,0,0,0,0,0,0,44,45,31,13,0,1,1,0,1,1,0,0,293
Algonquin 46,71,117,1,1,0,0,0,0,107,84,113,27,2,4,2,1,0,0,0,0,530
Algonquin 47,86,138,0,0,0,0,0,0,152,79,102,24,2,1,2,0,2,0,1,0,589
Algonquin 44,59,95,0,0,0,0,0,0,67,64,42,14,1,2,1,1,1,0,0,0,347
Algonquin 45,64,85,0,1,0,0,0,0,108,78,76,10,2,0,2,0,0,0,0,0,426
Algonquin 42,82,122,0,2,0,0,0,0,100,106,59,36,2,1,0,4,0,2,1,0,517
Algonquin 43,80,130,1,1,0,0,0,0,109,86,51,32,2,3,0,0,0,1,0,0,496
Algonquin 40,60,105,0,0,1,0,0,0,47,28,34,20,0,2,2,2,0,0,1,0,302
Algonquin 41,83,133,1,0,0,0,0,0,127,97,65,19,2,2,2,1,0,0,0,0,532
Algonquin 48,88,112,0,0,1,0,0,0,111,77,108,47,3,2,3,0,1,1,0,0,554
Algonquin 49,33,69,0,1,0,0,0,0,90,41,72,28,1,1,1,0,0,0,0,0,337
Grant 137,85,102,0,0,0,0,0,0,112,54,43,26,2,0,1,0,0,0,0,0,425
Grant 136,68,106,0,0,0,0,0,0,87,40,43,19,1,2,0,0,0,0,0,0,366
Grant 135,80,98,0,0,1,0,0,0,106,46,32,25,2,1,2,0,0,0,0,0,393
Grant 134,68,131,0,0,1,0,0,0,125,76,35,8,1,5,2,0,0,0,0,0,452
Grant 133,57,80,1,0,0,0,0,0,184,50,46,21,1,0,0,1,0,0,0,0,441
Grant 132,72,120,0,0,0,0,0,0,137,71,38,18,1,0,2,3,0,0,1,0,463
Grant 131,49,98,0,0,1,1,0,0,101,49,22,16,2,1,3,1,0,0,0,0,344
Grant 130,68,90,0,0,1,0,0,0,118,34,25,9,1,2,0,0,0,0,1,0,349
Grant 139,65,76,0,0,0,0,0,0,70,50,31,28,3,0,0,0,0,0,0,0,323
Grant 138,110,146,1,0,0,0,0,0,65,62,28,19,3,1,0,0,0,1,0,0,436
Benton 61,84,94,1,0,0,0,0,0,85,56,31,16,3,1,0,1,0,0,1,0,373
Benton 60,87,83,0,0,0,0,0,0,93,78,30,20,2,3,0,1,0,0,0,0,397
SG0006,130,133,0,2,0,0,0,0,234,182,176,68,1,1,0,2,0,1,1,0,931
Vernon 259,212,155,0,1,1,0,0,0,82,64,87,27,1,0,0,0,0,0,0,0,630
Vernon 258,167,121,0,0,0,0,0,0,55,63,87,26,0,2,0,0,0,1,0,0,522
Vernon 257,137,118,0,0,2,0,0,0,47,44,34,12,0,1,0,0,0,1,0,0,396
Vernon 256,68,106,0,0,0,0,0,0,28,45,13,8,1,1,0,0,0,0,0,0,270
Vernon 255,97,95,0,0,0,0,0,0,48,54,43,25,0,1,0,0,0,0,0,0,363
Vernon 254,93,56,0,0,0,0,0,0,61,39,55,11,0,2,0,0,0,0,0,0,317
Vernon 253,112,64,0,0,0,0,0,0,87,43,92,33,1,1,0,0,0,0,0,0,433
Vernon 252,116,76,0,0,0,0,0,0,145,83,177,46,0,4,1,0,1,0,0,0,649
Vernon 251,129,93,0,0,0,0,0,0,98,52,116,38,0,1,0,0,0,1,0,0,528
Vernon 250,154,139,0,0,0,0,0,0,66,50,70,25,0,1,0,1,0,0,0,0,506
Wauconda 329,117,192,0,1,0,0,0,0,129,82,60,39,1,1,0,2,0,0,0,0,624
Wauconda 328,54,49,1,0,0,0,0,0,45,24,19,17,0,1,0,0,0,0,0,0,210
Addison 53,45,37,0,0,0,0,0,0,77,25,10,3,0,0,0,1,0,1,0,0,199
Addison 52,59,49,0,0,1,0,0,0,78,27,27,14,0,0,0,0,0,0,0,0,255
Addison 51,54,53,0,0,0,0,0,0,104,21,29,10,0,0,1,0,0,0,0,0,272
Addison 50,42,27,0,0,0,0,0,0,57,24,21,6,0,1,0,0,0,0,0,0,178
Addison 57,68,88,0,1,0,0,0,0,56,34,33,10,0,0,0,0,1,0,0,0,291
Addison 56,67,110,1,1,0,0,0,0,50,35,24,5,0,1,0,1,0,0,0,0,295
Addison 55,80,77,0,0,0,0,0,0,53,34,23,10,1,0,0,0,0,0,0,0,278
Addison 54,65,56,0,0,0,0,0,0,112,20,30,13,1,0,0,0,0,0,0,0,297
Wayne 15,74,103,0,0,0,0,0,0,50,39,23,16,2,1,0,1,0,1,0,0,310
Wayne 14,71,72,0,1,0,0,0,0,38,29,20,13,0,0,1,1,0,0,0,0,246
Addison 59,48,54,0,0,0,0,0,0,79,29,25,7,0,3,0,0,0,1,0,0,246
Wayne 16,65,53,0,1,0,0,0,0,21,13,2,4,1,1,0,0,0,0,0,0,161
Wayne 11,58,57,0,0,0,0,0,0,88,39,61,17,1,3,1,1,0,0,0,0,326
Wayne 10,35,40,0,1,0,0,0,0,83,42,34,18,0,0,0,0,0,0,1,0,254
Wayne 13,76,73,1,0,1,0,0,0,102,28,34,19,2,1,0,0,0,0,0,0,337
Wayne 12,49,66,0,0,0,0,0,0,64,25,24,3,0,1,1,0,0,0,1,0,234
Bloomingdale 72,31,39,0,0,0,0,0,0,42,18,11,5,0,1,1,0,0,0,0,0,148
Bloomingdale 71,58,53,0,0,0,0,0,0,93,49,51,15,0,1,1,0,0,0,0,0,321
Bloomingdale 70,51,65,0,0,0,0,0,0,83,47,52,18,0,3,0,2,1,0,0,0,322
Bloomingdale 77,54,81,0,0,0,0,0,0,47,44,51,15,2,0,1,0,0,0,0,0,295
Libertyville 188,100,168,0,0,1,0,0,0,66,47,30,12,1,1,1,0,0,1,0,0,428
Libertyville 189,103,142,0,0,0,0,0,0,61,69,35,22,4,2,0,1,0,0,0,0,439
Libertyville 186,136,136,0,0,0,0,0,0,88,92,128,42,1,3,1,1,0,2,0,0,630
Libertyville 187,125,142,0,0,0,0,0,0,74,66,105,46,2,0,1,0,0,0,0,0,561
Libertyville 184,110,103,1,0,0,0,0,0,68,64,117,31,1,1,2,0,0,0,1,0,499
Libertyville 185,140,142,0,0,0,0,0,0,68,74,127,46,0,0,2,2,0,0,1,0,602
Libertyville 182,102,81,0,0,0,0,0,0,79,78,127,38,1,1,0,0,0,1,1,0,509
Libertyville 183,103,123,0,0,0,0,0,0,55,66,88,40,0,2,0,0,0,0,0,0,477
Libertyville 180,50,38,0,0,1,0,0,0,58,39,85,20,1,2,1,0,0,0,0,0,295
Libertyville 181,118,83,3,2,2,1,0,0,91,85,125,36,3,2,0,1,2,3,0,0,557
Downers Grove 50,72,110,0,0,0,0,0,0,53,41,86,37,1,0,2,0,0,1,0,0,403
Downers Grove 51,70,99,0,0,0,0,0,0,47,24,75,19,0,1,0,1,0,0,0,0,336
York 113,71,72,0,0,0,0,0,0,68,45,24,4,1,0,0,0,0,0,0,0,285
York 112,69,64,0,0,1,0,0,0,80,41,32,13,0,2,2,0,0,1,0,0,305
York 111,106,110,0,0,0,0,0,0,73,30,20,17,0,0,0,0,1,0,0,0,357
York 110,39,33,0,0,0,0,0,0,115,46,79,34,1,0,0,0,0,0,0,0,347
York 117,83,90,1,0,0,0,0,0,47,34,22,14,2,1,1,0,0,0,0,0,295
York 116,76,48,0,1,0,0,0,0,65,58,91,28,2,1,0,1,0,0,0,0,371
York 115,80,96,0,0,0,0,0,0,47,40,29,9,0,0,0,0,0,0,0,0,301
York 114,103,76,0,1,0,0,0,0,75,31,57,19,1,0,1,0,0,0,0,0,364
York 119,42,26,0,0,0,0,0,0,72,23,41,17,0,0,1,0,0,0,0,0,222
York 118,44,64,0,0,0,0,0,0,27,16,21,10,0,0,0,0,0,0,0,0,182
7600024,127,174,2,1,0,0,0,0,44,31,9,9,0,3,0,0,0,0,0,0,400
7600025,100,98,0,0,0,0,0,0,73,48,30,12,1,1,1,0,0,0,0,0,364
7600026,135,152,2,0,0,0,0,0,114,49,44,20,1,1,0,0,1,0,0,0,519
7600027,358,224,1,2,0,0,0,0,225,122,118,40,3,3,0,0,0,1,0,0,1097
7600020,156,162,0,2,0,1,0,0,135,46,59,24,4,2,4,0,0,0,0,0,595
7600021,84,44,0,0,0,0,0,0,71,33,27,9,1,1,0,0,0,0,0,0,270
7600022,115,134,0,1,1,0,0,0,70,46,22,13,0,3,1,0,0,0,0,0,406
7600023,99,125,0,0,0,0,0,0,95,41,24,17,1,0,0,1,0,0,0,0,403
7600028,180,153,0,0,0,0,0,0,101,63,29,24,2,0,0,2,0,0,0,0,554
7600029,108,85,0,0,0,0,0,0,32,24,8,12,0,2,0,0,0,0,0,0,271
Lisle 104,42,33,0,1,0,0,0,0,44,38,82,24,1,0,0,0,0,0,0,0,265
Lisle 107,52,59,0,0,0,0,0,0,34,44,47,18,1,0,0,0,0,0,0,0,255
Lisle 106,51,38,0,0,0,0,0,0,29,18,24,24,1,1,1,0,0,0,0,0,187
Lisle 101,47,90,1,1,2,0,0,0,36,25,19,6,1,1,1,0,1,0,0,0,231
Lisle 100,60,41,0,0,0,0,0,0,53,28,54,12,2,0,2,0,0,0,0,0,252
Libertyville 177,94,158,0,1,0,0,0,0,72,84,50,19,2,1,0,1,0,1,1,0,484
Libertyville 176,101,98,0,0,0,0,0,0,94,85,205,36,2,1,2,0,0,0,0,0,624
Libertyville 175,113,116,0,0,1,0,0,0,63,44,52,22,0,0,0,1,0,0,0,0,412
Libertyville 174,109,82,0,0,1,0,0,0,114,65,96,39,1,3,3,3,0,0,0,0,516
Libertyville 173,83,109,0,0,0,0,0,0,101,80,111,44,1,3,2,1,1,0,0,0,536
Libertyville 172,123,144,2,0,1,0,0,0,83,67,88,33,0,5,2,1,1,0,0,0,550
EL0016,75,97,0,0,0,0,0,0,96,69,50,22,3,0,0,0,0,0,0,0,412
EL0017,88,143,0,0,0,1,0,0,28,42,12,12,1,0,0,0,1,1,0,0,329
EL0014,111,152,0,0,0,0,0,0,38,58,23,21,1,2,0,0,0,0,1,0,407
