PrecinctName,HILLARY CLINTON,BERNIE SANDERS,WILLIE L_ WILSON,MARTIN J_ O'MALLEY,LARRY COHEN,ROQUE ROCKY DE LA FUENTE,DAVID FORMHALS,BRIAN O'NEILL w-in,DONALD J_ TRUMP,TED CRUZ,JOHN R_ KASICH,MARCO RUBIO,BEN CARSON,JEB BUSH,RAND PAUL,CHRIS CHRISTIE,MIKE HUCKABEE,CARLY FIORINA,RICK SANTORUM,JOANN BREIVOGEL,Total
West Deerfield 393,210,120,0,0,0,0,0,0,45,28,74,24,1,0,0,0,0,0,0,0,502
West Deerfield 392,270,135,0,1,0,1,0,0,43,51,96,25,4,0,1,0,0,0,1,0,628
West Deerfield 391,240,114,0,0,0,0,0,0,66,28,112,28,1,1,1,0,0,0,0,0,591
West Deerfield 390,122,51,0,1,0,0,0,0,46,22,48,19,0,0,0,0,1,0,0,0,310
West Deerfield 397,250,128,0,0,0,1,0,0,37,19,35,19,0,2,0,0,0,0,0,0,491
West Deerfield 396,287,119,0,1,0,0,0,0,54,41,111,38,2,2,0,0,1,0,0,0,656
West Deerfield 395,234,184,0,0,0,0,0,0,52,58,121,28,0,1,1,2,0,0,0,0,681
West Deerfield 394,204,142,1,0,0,0,0,0,74,42,61,23,1,1,1,1,0,0,0,0,551
West Deerfield 399,384,162,0,2,1,0,0,0,25,30,107,25,1,3,0,0,1,0,0,0,741
West Deerfield 398,306,155,0,0,0,2,0,0,52,36,90,20,0,1,0,1,0,0,0,0,663
Naperville 8,66,82,0,0,0,0,0,0,46,32,68,15,1,1,1,0,1,2,0,0,315
Naperville 9,88,57,0,0,0,0,0,0,66,41,100,20,0,1,0,0,0,1,1,0,375
Vernon 286,166,174,0,0,0,0,0,0,93,52,45,19,0,3,1,0,0,1,0,0,554
Vernon 287,186,93,1,1,0,0,0,0,93,29,92,32,0,0,0,0,0,0,0,0,527
Vernon 280,215,151,0,0,0,0,0,0,46,44,62,19,0,1,0,0,0,0,0,0,538
Vernon 281,189,130,0,0,0,0,0,0,85,47,42,14,1,0,0,2,1,0,0,0,511
Vernon 282,166,124,1,0,0,0,0,0,49,29,15,14,0,1,0,0,0,0,0,0,399
Vernon 283,166,116,0,0,0,1,0,0,63,43,46,22,0,0,0,0,0,0,0,0,457
Naperville 1,40,47,0,1,0,0,0,0,52,44,95,29,0,0,0,0,0,0,0,0,308
Naperville 2,60,37,0,1,1,0,0,0,39,33,59,22,0,2,0,0,0,0,1,0,255
Naperville 3,57,100,0,0,0,1,0,0,36,32,22,9,0,1,0,0,0,0,0,0,258
Naperville 4,51,55,0,0,0,0,0,0,34,27,44,21,0,1,1,1,0,0,1,0,236
Naperville 5,54,64,0,0,0,0,0,0,36,35,54,13,1,1,1,0,0,0,0,0,259
Naperville 6,89,115,2,2,0,0,0,0,60,50,44,24,1,2,1,0,0,0,0,0,390
Naperville 7,70,74,0,0,0,0,0,0,66,54,39,21,0,1,1,0,0,0,1,0,327
Wauconda 341,60,55,0,1,0,0,0,0,97,37,39,11,1,3,2,0,0,1,0,0,307
Wauconda 340,44,91,0,0,0,0,0,0,101,33,32,14,0,0,2,0,0,1,0,0,318
Shields 238,109,64,0,0,0,0,0,0,70,40,145,26,3,3,1,3,0,0,0,0,464
Shields 239,90,62,0,0,0,0,0,0,105,71,152,36,0,0,0,1,0,0,0,0,517
Shields 232,150,89,1,0,0,0,0,0,8,3,2,8,0,0,0,0,0,0,1,0,262
Shields 233,43,26,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,73
Shields 230,160,114,2,0,0,0,0,0,20,10,6,2,0,1,0,1,0,0,0,0,316
Shields 231,340,144,1,2,0,0,0,0,13,2,1,1,3,0,0,1,1,0,0,0,509
Shields 236,54,106,0,0,2,0,0,0,65,33,25,11,1,0,0,0,0,0,0,0,297
Shields 237,150,111,0,0,0,0,0,0,90,64,155,38,1,1,0,0,0,1,0,0,611
Shields 234,56,62,0,0,0,1,0,0,16,22,8,9,1,0,0,0,0,1,0,0,176
Shields 235,70,90,0,0,0,0,0,0,69,45,43,23,1,2,0,0,0,0,0,0,343
7000011,65,43,0,2,0,0,0,0,111,39,60,23,0,0,1,0,0,0,0,0,344
7000010,151,142,1,2,0,0,0,0,118,80,76,39,1,1,2,2,1,0,0,0,616
Milton 55,63,90,0,1,0,0,0,0,66,80,61,24,1,0,1,1,0,1,0,0,389
Milton 54,73,59,0,0,0,0,0,0,55,66,105,23,1,1,0,0,0,0,0,0,383
Milton 57,72,68,0,0,0,0,0,0,62,82,134,49,1,1,0,0,0,0,0,0,469
Milton 56,88,113,0,0,0,0,0,0,32,47,90,21,1,2,0,0,0,1,0,0,395
Milton 51,11,71,0,0,0,0,0,0,7,67,20,47,0,1,0,0,0,0,0,0,224
Milton 50,73,97,0,1,0,0,0,0,49,63,64,15,2,3,1,1,0,0,0,0,369
Milton 53,79,147,0,0,0,1,0,0,19,24,13,8,2,2,0,0,0,0,0,0,295
Milton 52,65,64,0,1,0,0,0,0,44,51,85,21,0,3,0,0,0,0,0,0,334
Milton 59,68,53,0,0,0,0,0,0,47,36,102,19,0,1,1,1,0,0,0,0,328
Milton 58,103,76,0,0,0,0,0,0,40,38,117,39,2,1,1,1,1,0,0,0,419
Naperville 38,68,61,0,0,0,0,0,0,80,34,29,22,0,1,3,0,0,1,0,0,299
Naperville 39,73,65,0,0,0,0,0,0,39,42,34,16,0,2,1,0,1,0,0,0,273
Naperville 30,105,116,0,0,0,0,0,0,60,41,55,29,2,0,0,0,0,0,0,0,408
Naperville 31,100,101,0,0,0,0,0,0,55,46,54,19,1,13,0,0,0,1,0,0,390
Naperville 32,87,156,0,1,0,0,0,0,66,52,35,16,0,0,0,0,0,0,1,0,414
Naperville 33,80,71,0,0,0,0,0,0,65,61,82,22,0,0,1,0,0,1,1,0,384
Naperville 34,82,136,1,0,0,0,0,0,34,52,21,21,0,2,1,1,0,0,0,0,351
Naperville 35,58,87,1,0,0,0,0,0,18,16,10,5,1,0,1,0,0,0,0,0,197
Naperville 36,89,62,0,0,0,1,0,0,54,55,102,18,0,0,0,1,1,0,0,0,383
Naperville 37,101,106,0,0,0,0,0,0,49,27,39,15,1,0,1,0,1,0,0,0,340
Downers Grove 142,51,57,1,0,0,0,0,0,35,11,19,6,1,2,0,0,0,0,0,0,183
Downers Grove 118,99,94,0,1,1,0,0,0,44,39,21,7,0,1,1,0,0,0,0,0,308
Downers Grove 119,58,40,0,2,0,0,0,0,60,27,45,12,0,1,1,0,1,0,0,0,247
Downers Grove 116,43,41,0,0,0,0,0,0,63,42,64,22,1,3,1,0,0,0,0,0,280
Downers Grove 117,57,60,0,0,0,0,0,0,64,28,42,12,1,0,0,0,0,0,0,0,264
Downers Grove 114,71,67,0,0,0,0,0,0,65,48,58,19,1,0,2,1,0,0,0,0,332
Downers Grove 115,87,61,1,0,0,0,0,0,87,38,31,17,0,0,3,0,0,0,0,0,325
Downers Grove 112,69,70,0,0,0,0,0,0,70,32,51,17,1,1,0,0,0,0,0,0,311
Downers Grove 113,43,65,0,1,0,0,0,0,15,13,13,10,0,0,0,0,0,0,0,0,160
Downers Grove 110,80,87,0,1,0,0,0,0,65,41,47,14,1,0,1,0,0,1,0,0,338
Downers Grove 111,134,137,0,0,0,0,0,0,53,53,41,24,0,1,1,1,0,0,0,0,445
Zion 407,103,105,0,0,0,0,0,0,22,41,6,2,0,0,1,0,0,0,0,0,280
Bloomingdale 42,50,66,0,1,0,0,0,0,42,18,12,6,0,0,2,0,0,0,0,0,197
Bloomingdale 43,67,77,0,0,0,0,0,0,53,38,28,16,3,3,2,1,0,0,0,0,288
Bloomingdale 40,50,70,0,0,0,0,0,0,31,14,8,4,2,0,0,0,0,0,0,0,179
Bloomingdale 41,59,48,0,0,0,1,0,0,44,29,26,12,0,1,0,0,0,0,0,0,220
Bloomingdale 46,69,86,2,0,1,0,0,0,112,53,37,18,0,1,0,0,1,0,0,0,380
Bloomingdale 47,59,67,1,0,0,0,0,0,31,11,12,9,0,1,0,0,0,0,0,0,191
Bloomingdale 44,30,45,0,1,1,0,0,0,50,20,29,20,1,0,0,0,0,0,0,0,197
Bloomingdale 45,39,23,0,0,0,0,0,0,43,121,97,29,6,10,0,3,3,0,0,0,374
Bloomingdale 48,87,81,0,0,0,0,0,0,28,20,11,8,1,0,0,3,0,0,0,0,239
Bloomingdale 49,45,53,0,0,0,1,0,0,37,25,20,7,0,0,0,0,0,0,0,0,188
York 39,72,62,0,0,0,0,0,0,21,30,39,18,0,1,3,0,0,1,0,0,247
York 38,76,49,0,0,0,0,0,0,48,50,62,21,0,3,0,0,0,0,0,0,309
York 31,64,97,0,0,0,0,0,0,63,52,49,23,0,1,0,1,0,1,0,0,351
York 30,48,51,0,1,0,0,0,0,106,45,61,30,2,1,0,0,0,1,0,0,346
York 33,66,90,0,0,0,0,0,0,53,38,26,10,1,1,0,1,0,0,1,0,287
York 32,114,81,0,0,0,0,0,0,78,33,84,27,3,10,1,0,0,0,0,0,431
York 35,105,117,1,0,0,0,0,0,59,54,67,19,0,1,1,0,0,1,0,0,425
York 34,109,73,0,0,0,0,0,0,66,55,108,25,0,1,0,1,0,0,0,0,438
York 37,33,45,0,0,0,0,0,0,45,42,69,18,2,2,0,0,0,0,0,0,256
York 36,56,58,0,1,0,0,0,0,65,57,90,22,2,0,1,0,0,0,0,0,352
Downers Grove 49,78,105,0,1,0,0,0,0,65,40,65,24,2,1,1,1,0,0,0,0,383
Downers Grove 48,50,58,0,0,0,0,0,0,54,28,43,16,1,0,1,0,0,0,0,0,251
Downers Grove 43,46,22,0,0,0,0,0,0,48,37,96,23,0,5,3,2,0,0,0,0,282
Downers Grove 42,53,89,0,1,0,0,0,0,79,39,24,9,1,1,2,0,1,0,0,0,299
Downers Grove 41,52,106,0,0,0,1,0,0,120,59,36,21,0,2,0,1,0,0,0,0,398
Downers Grove 40,56,34,0,0,0,0,0,0,33,19,30,7,0,0,0,1,0,0,0,0,180
Downers Grove 47,42,42,0,0,0,0,0,0,41,16,67,10,0,0,0,0,0,0,0,0,218
Downers Grove 46,44,31,0,0,0,0,0,0,60,56,78,19,0,0,1,0,0,0,0,0,289
Downers Grove 45,62,72,0,0,0,0,0,0,57,39,76,22,2,0,0,0,0,0,1,0,331
Downers Grove 44,51,47,0,0,0,0,0,0,83,37,54,22,1,0,0,0,0,0,0,0,295
Vernon 284,139,81,1,0,1,0,0,0,54,46,20,18,0,1,0,1,0,0,0,0,362
Vernon 285,167,127,0,0,0,0,0,0,54,65,43,22,0,0,1,1,0,0,0,0,480
Addison 19,114,120,0,0,0,1,0,0,58,16,14,9,0,1,0,1,0,0,0,0,334
West Deerfield 402,189,125,0,0,0,0,0,0,30,25,83,13,1,0,1,1,0,0,1,0,469
West Deerfield 401,234,102,0,0,0,0,0,0,49,20,50,18,0,1,0,0,0,0,0,0,474
Avon 23,92,118,0,1,1,0,0,0,81,57,73,26,0,1,1,0,1,0,0,0,452
Avon 22,123,89,0,1,0,0,0,0,73,59,73,33,2,3,1,0,0,0,0,0,457
Avon 21,89,143,0,0,0,0,0,0,76,46,30,20,0,4,2,0,0,0,0,0,410
Avon 20,52,106,0,0,0,0,0,0,48,39,12,7,2,2,1,0,0,0,0,0,269
Avon 27,70,64,0,0,0,0,0,0,40,24,8,10,1,0,2,0,1,0,0,0,220
Avon 26,85,106,0,0,0,0,0,0,55,37,11,7,0,1,3,1,2,0,0,0,308
Avon 25,99,120,1,0,0,0,0,0,63,28,13,14,0,0,0,0,0,0,0,0,338
Avon 24,104,124,0,0,0,0,0,0,53,33,8,6,0,2,0,0,1,0,0,0,331
Avon 29,81,73,0,0,0,0,0,0,46,35,6,11,2,0,0,1,0,0,0,0,255
Avon 28,73,105,0,1,0,0,0,0,54,29,18,8,0,0,4,0,0,0,0,0,292
Lisle 87,37,29,0,0,0,0,0,0,51,46,53,19,2,2,0,0,0,0,0,0,239
Lisle 86,103,97,1,0,0,1,0,0,62,35,49,23,0,0,1,0,0,0,0,0,372
Lisle 85,63,53,0,0,0,0,0,0,47,53,70,23,0,0,3,0,0,0,0,0,312
Lisle 84,105,112,0,1,0,0,0,0,69,67,108,34,0,1,0,0,0,0,0,0,497
Lisle 83,81,78,0,0,0,0,0,0,66,42,61,15,2,1,0,0,0,0,0,0,346
Lisle 82,57,85,0,0,0,0,0,0,38,47,18,8,4,1,1,0,0,0,0,0,259
Lisle 81,65,54,0,0,0,0,0,0,50,51,92,17,2,1,0,1,0,0,0,0,333
Lisle 80,50,76,0,0,0,0,0,0,49,31,40,16,1,0,1,0,0,0,0,0,264
EL0027,66,130,0,0,0,0,0,0,29,27,16,10,2,1,0,0,0,1,0,0,282
EL0026,46,73,0,0,0,0,0,0,20,16,10,3,0,0,1,0,0,0,0,0,169
EL0025,82,180,1,1,0,0,0,0,49,50,21,15,2,1,0,0,0,0,0,0,402
EL0024,102,147,0,0,0,0,0,0,176,113,87,49,1,2,0,0,0,0,0,0,677
EL0023,42,87,0,0,0,0,0,0,19,24,15,5,1,0,0,0,0,1,0,0,194
EL0022,59,80,1,0,0,2,0,0,12,13,1,6,1,0,0,0,0,0,1,0,176
Lisle 89,79,126,1,1,0,0,0,0,69,43,29,19,0,1,1,0,0,0,0,0,369
EL0020,50,74,0,0,0,0,0,0,24,20,11,9,0,1,0,0,0,1,1,0,191
AU0001,82,132,0,0,0,0,0,0,81,68,41,10,2,2,0,0,0,0,0,0,418
AU0002,47,47,0,0,0,0,0,0,32,40,15,3,1,1,1,0,0,0,1,0,188
AU0003,43,63,0,0,0,0,0,0,39,26,10,13,0,0,2,0,0,0,0,0,196
AU0004,67,88,1,1,0,1,0,0,50,30,12,5,2,0,0,0,1,1,1,0,260
AU0005,77,60,0,1,1,0,0,0,29,12,9,7,1,1,1,0,0,0,0,0,199
AU0006,91,82,0,0,0,0,0,0,22,8,4,2,0,0,0,0,0,0,0,0,209
AU0007,79,89,2,0,0,0,0,0,74,37,16,7,2,0,1,0,0,0,0,0,307
AU0008,34,47,0,0,0,0,0,0,34,34,29,6,1,2,2,0,0,0,0,0,189
AU0009,59,62,0,0,0,0,0,0,49,54,55,9,1,0,1,1,0,0,0,0,291
Wayne 1,54,40,0,0,0,0,0,0,116,46,55,16,1,0,1,0,0,0,0,0,329
Wayne 3,30,26,0,0,0,0,0,0,117,36,30,14,1,1,0,0,0,0,0,0,255
Wayne 2,49,73,2,0,1,1,0,0,79,67,42,18,2,2,0,0,0,1,0,0,337
Wayne 5,76,62,0,0,0,0,0,0,63,31,20,19,0,1,1,0,0,0,0,0,273
Wayne 4,78,66,1,0,0,0,0,0,64,58,29,21,2,1,0,0,0,0,0,0,320
Wayne 7,49,60,0,1,0,0,0,0,60,52,29,19,4,6,0,1,1,0,0,0,282
Wayne 6,51,95,0,0,0,0,0,0,57,37,38,14,0,0,0,0,0,1,0,0,293
Wayne 9,66,89,0,0,0,0,0,0,88,52,61,21,1,2,2,0,0,0,0,0,382
Wayne 8,31,59,0,0,0,0,0,0,59,41,40,14,0,0,0,0,0,0,0,0,244
Lisle 96,57,38,0,1,0,0,0,0,56,30,36,13,0,0,1,0,0,0,0,0,232
Addison 14,81,104,0,0,0,0,0,0,46,23,11,2,0,0,0,0,0,0,0,0,267
Waukegan 346,88,122,0,1,0,0,0,0,83,46,31,10,2,1,1,1,0,0,1,0,387
Waukegan 347,91,92,0,0,0,0,0,0,37,29,23,8,1,1,0,0,0,0,0,0,282
Waukegan 344,179,151,1,0,0,0,0,0,66,49,24,9,2,1,0,0,0,0,0,0,482
Waukegan 345,119,108,0,0,0,0,0,0,40,33,4,5,1,4,0,0,1,0,0,0,315
Waukegan 343,81,72,0,0,0,0,0,0,49,42,14,12,1,1,0,0,0,0,0,0,272
Waukegan 348,164,152,0,0,0,0,0,0,69,27,22,10,1,0,0,0,0,0,0,0,445
Waukegan 349,194,147,1,0,1,0,0,0,59,20,27,16,0,3,0,0,0,0,0,0,468
Shields 246,98,93,0,0,0,0,0,0,57,32,94,28,0,1,0,0,0,1,0,0,404
Shields 245,61,68,0,0,0,0,0,0,70,54,142,34,2,3,0,1,0,0,0,0,435
Shields 244,71,58,0,1,0,0,0,0,69,47,140,37,0,3,1,1,0,1,0,0,429
Shields 243,137,103,0,1,0,0,0,0,147,87,175,47,2,6,1,1,0,0,0,0,707
Shields 242,82,35,0,0,0,0,0,0,69,53,125,42,2,4,0,2,1,0,0,0,415
Shields 241,146,91,0,0,0,0,0,0,77,53,207,32,0,0,0,0,0,0,1,0,607
Shields 240,133,87,0,0,0,0,0,0,61,56,128,27,3,2,1,1,0,0,0,0,499
7000008,114,84,0,0,0,0,0,0,202,91,115,46,0,0,0,0,0,0,0,0,652
7000009,74,60,0,0,0,0,0,0,71,37,90,28,0,2,1,0,0,1,0,0,364
7000001,85,76,0,0,0,0,0,0,87,73,91,33,1,0,0,0,0,0,0,0,446
7000002,109,101,0,0,1,0,0,0,64,55,70,26,1,0,0,0,0,0,0,0,427
7000003,74,44,0,1,0,0,0,0,144,60,99,39,3,2,0,0,0,2,1,0,469
7000004,117,74,0,0,0,0,0,0,171,81,82,38,3,2,0,0,0,0,0,0,568
7000005,67,52,0,1,0,0,0,0,178,55,118,28,2,3,0,2,0,0,0,0,506
7000006,118,96,0,0,0,0,0,0,91,63,139,40,1,0,1,0,0,0,0,0,549
7000007,33,17,0,1,0,0,0,0,53,21,25,4,0,0,0,1,0,0,0,0,155
Downers Grove 123,104,113,0,0,0,0,0,0,97,55,80,36,0,2,0,0,0,0,1,0,488
Downers Grove 122,55,41,0,0,0,0,0,0,72,38,55,15,1,2,0,0,0,0,0,0,279
Downers Grove 121,63,79,0,0,0,0,0,0,54,47,47,20,0,1,0,0,0,1,0,0,312
Downers Grove 120,98,115,1,1,0,0,0,0,81,64,65,22,0,0,1,0,0,0,1,0,449
Downers Grove 127,72,86,0,0,0,0,0,0,60,23,39,14,2,5,0,0,0,0,0,0,301
Downers Grove 126,43,50,0,0,0,0,0,0,49,9,17,12,0,0,0,0,0,0,0,0,180
Downers Grove 125,57,62,0,0,0,0,0,0,83,48,49,23,0,1,0,0,0,0,0,0,323
Downers Grove 124,64,59,0,0,0,0,0,0,91,43,66,10,0,0,0,0,0,0,1,0,334
Downers Grove 129,65,95,0,0,0,0,0,0,63,51,27,19,1,1,0,0,0,0,0,0,322
Downers Grove 128,52,73,0,0,0,0,0,0,29,16,10,7,0,1,0,0,0,0,0,0,188
Milton 48,75,75,0,1,0,0,0,0,70,35,36,18,0,2,2,0,0,1,0,0,315
Milton 49,80,55,0,0,0,0,0,0,63,50,86,15,1,0,0,1,0,0,0,0,351
Fremont 126,89,119,0,0,0,0,0,0,90,44,40,20,2,0,0,0,0,1,0,0,405
Fremont 125,177,209,1,0,0,0,0,0,75,70,80,27,0,1,1,1,0,1,0,0,643
Fremont 124,91,87,0,1,0,0,0,0,69,72,40,27,0,0,1,2,0,0,0,0,390
Fremont 123,104,171,0,0,1,0,0,0,71,64,46,18,1,1,1,0,1,1,0,0,480
Fremont 122,95,81,0,0,0,0,0,0,57,50,55,17,2,1,0,1,2,0,0,0,361
Fremont 121,83,105,0,0,0,0,0,0,30,39,27,27,3,1,2,0,1,0,1,0,319
Fremont 120,86,127,1,0,0,0,0,0,48,47,32,11,4,1,0,0,0,0,0,0,357
Winfield 29,67,112,0,0,0,0,0,0,42,43,31,10,0,5,1,0,0,0,0,0,311
Winfield 28,82,128,0,0,0,0,0,0,78,66,43,20,0,3,1,0,1,0,0,0,422
Winfield 27,101,129,0,0,0,1,0,0,54,47,50,20,2,4,0,0,0,0,0,0,408
Winfield 26,42,66,0,0,0,0,0,0,52,28,52,11,1,0,1,0,0,0,0,0,253
Winfield 25,64,114,0,0,0,0,0,0,33,27,17,13,1,1,1,0,1,0,0,0,272
Winfield 24,96,83,0,0,0,0,0,0,62,73,46,20,1,1,1,1,0,1,0,0,385
Winfield 23,58,93,1,0,0,0,0,0,80,59,20,19,1,0,0,0,1,0,0,0,332
Winfield 22,68,98,1,0,1,0,0,0,84,60,70,27,1,0,2,0,0,0,1,0,413
Winfield 21,106,106,1,0,0,0,0,0,111,89,83,23,1,5,2,1,0,0,0,0,528
Winfield 20,64,78,0,0,0,0,0,0,93,81,66,40,2,3,2,0,0,0,0,0,429
BA0021,158,187,1,0,0,0,0,0,196,154,123,55,3,2,2,0,1,2,0,0,884
BA0020,73,109,0,0,0,0,0,0,95,84,99,31,2,1,0,0,1,1,0,0,496
Algonquin 51,111,142,0,1,0,0,0,0,108,91,85,39,2,3,3,0,0,1,0,0,586
Algonquin 50,49,70,0,0,0,0,0,0,89,66,96,21,4,1,3,1,1,1,1,0,403
Downers Grove 78,46,66,0,0,0,0,0,0,61,41,51,10,0,0,0,1,0,1,0,0,277
Downers Grove 79,99,103,0,0,0,0,0,0,113,76,105,36,1,4,0,0,0,1,0,0,538
Downers Grove 76,97,134,0,0,0,0,0,0,60,34,19,11,2,1,0,0,0,0,0,0,358
Downers Grove 77,70,64,0,1,0,0,0,0,53,40,54,21,0,2,1,0,0,0,0,0,306
Downers Grove 74,78,99,0,0,0,0,0,0,84,49,47,17,1,0,2,0,0,0,0,0,377
Downers Grove 75,67,84,0,0,0,0,0,0,88,41,55,22,1,0,2,0,0,0,0,0,360
Downers Grove 72,125,116,0,0,1,0,0,0,15,8,4,7,0,0,0,0,0,0,0,0,276
Downers Grove 73,48,53,0,0,1,0,0,0,49,36,28,13,0,4,0,1,0,0,0,0,233
Downers Grove 70,92,106,0,0,0,0,0,0,111,73,105,30,1,1,2,0,2,0,0,0,523
Downers Grove 71,86,89,0,1,0,0,0,0,37,39,26,13,1,0,1,1,0,0,0,0,294
Ela 79,89,62,0,0,0,0,0,0,115,70,80,22,0,2,1,0,0,0,0,0,441
Lake Villa 146,68,64,0,0,0,0,0,0,82,50,43,19,0,2,1,0,1,1,0,0,331
Lake Villa 147,99,92,0,0,0,0,0,0,94,103,53,52,0,0,0,0,0,1,0,0,494
Lake Villa 144,78,125,0,0,0,1,0,0,127,68,45,8,3,0,0,0,0,0,0,0,455
Lake Villa 145,76,107,0,0,0,0,0,0,93,68,31,10,1,0,0,0,0,2,2,0,390
Lake Villa 143,43,80,0,0,0,0,0,0,95,42,29,7,2,0,0,0,0,0,0,0,298
Lake Villa 148,62,147,1,0,1,0,0,0,65,93,46,25,0,2,0,0,0,0,0,0,442
Lake Villa 149,31,61,0,0,0,0,0,0,81,41,31,15,0,0,2,0,0,0,0,0,262
York 26,59,96,0,0,0,0,0,0,47,24,54,13,1,0,0,0,1,0,0,0,295
York 27,40,47,0,0,0,0,0,0,43,30,17,9,1,0,1,0,0,0,0,0,188
York 24,57,114,0,2,0,0,0,0,48,54,33,12,0,2,0,0,0,0,0,0,322
York 25,73,91,0,0,0,0,0,0,59,48,29,6,2,0,1,0,2,0,0,0,311
York 22,88,57,0,0,0,0,0,0,87,37,34,17,2,1,1,1,0,0,0,0,325
York 23,93,96,0,0,0,0,0,0,66,47,140,20,1,1,1,0,0,0,0,0,465
York 20,69,120,0,0,0,0,0,0,58,47,58,20,0,1,1,0,0,1,0,0,375
York 21,55,92,0,0,1,0,0,0,46,43,29,9,0,2,2,0,0,0,0,0,279
York 28,86,72,0,0,1,0,0,0,55,46,69,16,1,1,0,0,0,1,0,0,348
York 29,64,64,1,0,0,0,0,0,82,47,68,26,0,2,0,0,1,0,0,0,355
Avon 30,115,132,0,0,1,0,0,0,91,43,24,17,1,1,1,0,0,0,1,0,427
Avon 31,92,157,1,1,0,0,0,0,62,37,24,15,2,1,1,1,0,1,0,0,395
Avon 32,100,143,1,0,0,0,0,0,73,25,19,11,0,1,1,0,3,0,0,0,377
Avon 33,92,79,0,0,0,0,0,0,63,44,43,29,0,1,1,1,0,0,0,0,353
Avon 34,100,139,0,1,0,0,0,0,71,48,43,22,2,1,0,0,0,0,0,0,427
Avon 35,77,130,0,0,0,0,0,0,56,68,71,33,0,2,1,0,0,0,0,0,438
Avon 36,122,145,0,0,0,0,0,0,69,67,55,12,2,3,1,1,0,0,0,0,477
Avon 37,112,132,1,0,0,0,0,0,76,51,23,18,1,0,2,0,0,0,1,0,417
Avon 38,118,132,0,0,0,0,0,0,76,50,28,18,2,1,0,0,0,0,0,0,425
Avon 39,97,139,0,0,0,0,0,0,27,26,16,8,2,0,1,0,0,0,0,0,316
EL0058,149,184,0,0,1,0,0,0,148,113,68,27,3,1,0,0,0,1,0,0,695
EL0059,293,148,0,4,0,0,0,0,197,149,142,85,9,3,2,5,1,1,0,0,1039
EL0052,93,128,0,2,0,0,0,0,52,43,21,12,0,0,0,0,0,0,0,0,351
EL0053,156,202,0,0,0,1,0,0,130,121,59,35,3,4,2,0,3,2,0,0,718
EL0050,47,69,2,0,0,0,0,0,33,23,25,7,0,0,0,0,0,0,0,0,206
EL0051,67,94,0,0,0,0,0,0,91,71,50,19,0,1,0,0,0,0,1,0,394
EL0056,83,119,0,1,0,0,0,0,64,57,33,14,1,1,0,0,0,0,0,0,373
EL0057,91,118,1,1,0,0,0,0,71,48,24,11,2,0,1,1,0,0,0,0,369
EL0054,78,101,0,0,0,1,0,0,48,52,28,17,3,1,1,0,1,1,0,0,332
EL0055,86,125,0,0,0,0,0,0,94,73,52,30,1,3,0,1,2,0,1,0,468
Moraine 203,94,74,0,0,0,0,0,0,106,67,148,50,0,5,0,0,0,0,0,0,544
AU0015,68,121,0,0,0,0,0,0,53,44,19,7,0,1,0,0,0,0,1,0,314
AU0014,113,150,0,0,0,0,0,0,70,71,58,24,3,0,0,1,0,0,0,0,490
AU0013,131,201,2,0,0,0,0,0,107,72,57,28,5,0,1,0,0,1,0,0,605
AU0012,34,47,0,0,0,0,0,0,18,9,7,6,0,0,1,0,1,0,0,0,123
AU0011,120,112,0,0,0,2,0,0,79,71,38,21,1,1,0,1,1,0,0,0,447
AU0010,41,76,0,0,0,0,0,0,14,12,1,5,0,0,0,0,0,0,0,0,149
Moraine 206,341,164,0,1,0,0,0,0,64,32,75,33,0,2,1,0,0,0,2,0,715
Moraine 207,188,220,1,1,0,0,0,0,94,37,49,31,4,2,5,0,1,0,0,0,633
Moraine 204,299,207,0,2,0,0,0,0,79,66,95,44,1,0,1,3,0,0,0,0,797
Moraine 205,304,185,0,1,0,0,0,0,45,28,59,27,0,1,0,0,1,0,0,0,651
Warren 308,101,107,0,0,0,0,0,0,90,83,56,21,0,2,1,0,1,0,0,0,462
Warren 309,86,89,0,0,1,0,0,0,95,59,68,26,1,3,1,1,0,0,0,0,430
Warren 300,73,113,1,0,0,0,0,0,52,22,14,10,0,1,0,1,0,0,0,0,287
Warren 301,104,122,0,0,1,0,0,0,43,41,48,17,0,0,0,0,0,0,0,0,376
Warren 302,81,80,0,0,0,0,0,0,53,40,24,6,0,2,0,0,0,0,1,0,287
Warren 303,74,99,1,0,1,0,0,0,69,28,25,15,2,1,0,0,0,0,0,0,315
Warren 304,79,93,0,0,0,0,0,0,64,44,37,13,1,2,1,0,0,1,0,0,335
Warren 305,94,100,0,0,0,0,0,0,67,44,58,15,1,1,0,2,0,1,0,0,383
Warren 306,101,124,0,0,0,0,0,0,62,57,37,23,0,2,0,0,0,0,1,0,407
Warren 307,99,107,0,0,0,0,0,0,59,30,39,17,0,0,1,0,0,0,0,0,352
Waukegan 351,154,139,0,1,0,0,0,0,54,27,13,9,1,1,0,1,1,1,0,0,402
Waukegan 350,187,148,1,0,0,0,0,0,55,32,28,20,1,0,0,0,0,0,1,0,473
Waukegan 353,129,115,0,0,0,0,0,0,26,23,6,10,0,0,0,0,0,1,0,0,310
Waukegan 352,140,113,0,0,0,0,0,0,47,25,14,5,0,0,2,0,0,1,2,0,349
