County,PrecinctName,Registration,PartyName,VoteCount,Priority
DuPAGE,Milton 30,640,Republican,82,
DuPAGE,Milton 30,640,Republican,0,
DuPAGE,Milton 30,640,Republican,11,
DuPAGE,Milton 30,640,Republican,0,
DuPAGE,Milton 85,657,Republican,126,
DuPAGE,Milton 85,657,Republican,0,
DuPAGE,Milton 85,657,Republican,17,
DuPAGE,Milton 85,657,Republican,0,
DuPAGE,Milton 88,529,Republican,49,
DuPAGE,Milton 88,529,Republican,0,
DuPAGE,Milton 88,529,Republican,0,
DuPAGE,Milton 88,529,Republican,13,
DuPAGE,Milton 91,658,Republican,131,
DuPAGE,Milton 91,658,Republican,0,
DuPAGE,Milton 91,658,Republican,25,
DuPAGE,Milton 91,658,Republican,0,
DuPAGE,Lisle 81,678,Republican,103,
DuPAGE,Lisle 81,678,Republican,12,
DuPAGE,Lisle 81,678,Republican,0,
DuPAGE,Lisle 81,678,Republican,0,
DuPAGE,Downers Grove 29,886,Republican,115,
DuPAGE,Downers Grove 29,886,Republican,13,
DuPAGE,Downers Grove 29,886,Republican,0,
DuPAGE,Downers Grove 29,886,Republican,0,
DuPAGE,Downers Grove 32,677,Republican,67,
DuPAGE,Downers Grove 32,677,Republican,0,
DuPAGE,Downers Grove 32,677,Republican,12,
DuPAGE,Downers Grove 32,677,Republican,0,
DuPAGE,Downers Grove 38,763,Republican,75,
DuPAGE,Downers Grove 38,763,Republican,9,
DuPAGE,Downers Grove 38,763,Republican,0,
DuPAGE,Downers Grove 38,763,Republican,0,
DuPAGE,Downers Grove 154,571,Republican,64,
DuPAGE,Downers Grove 154,571,Republican,13,
DuPAGE,Wayne 7,650,Republican,106,
COOK,8700031,651,Democratic,12,
COOK,8700034,1192,Democratic,61,
COOK,8700034,1192,Democratic,9,
COOK,8700034,1192,Democratic,46,
COOK,8700034,1192,Democratic,33,
COOK,8700034,1192,Democratic,7,
COOK,8700034,1192,Democratic,15,
COOK,8700034,1192,Democratic,7,
COOK,8700034,1192,Democratic,15,
COOK,8700037,1148,Democratic,53,
COOK,8700037,1148,Democratic,6,
COOK,8700037,1148,Democratic,45,
COOK,8700037,1148,Democratic,31,
COOK,8700037,1148,Democratic,4,
COOK,8700037,1148,Democratic,31,
COOK,8700037,1148,Democratic,4,
COOK,8700037,1148,Democratic,22,
COOK,8700063,1011,Democratic,36,
COOK,8700063,1011,Democratic,5,
COOK,8700063,1011,Democratic,41,
COOK,8700063,1011,Democratic,31,
COOK,8700063,1011,Democratic,9,
COOK,8700063,1011,Democratic,16,
COOK,8700063,1011,Democratic,5,
COOK,8700063,1011,Democratic,1,
COOK,8700063,1011,Democratic,26,
COOK,8700069,1035,Democratic,36,
COOK,8700069,1035,Democratic,7,
COOK,8700069,1035,Democratic,40,
COOK,8700069,1035,Democratic,23,
COOK,8700069,1035,Democratic,5,
COOK,8700069,1035,Democratic,18,
COOK,8700069,1035,Democratic,4,
COOK,8700069,1035,Democratic,8,
COOK,7000003,1151,Democratic,30,
COOK,7000003,1151,Democratic,2,
COOK,7000003,1151,Democratic,20,
COOK,7000003,1151,Democratic,29,
COOK,7000003,1151,Democratic,9,
COOK,7000003,1151,Democratic,4,
COOK,7000003,1151,Democratic,1,
COOK,7000003,1151,Democratic,15,
COOK,7000009,713,Democratic,44,
McHENRY,Algonquin 50,913,Democrat,1,
McHENRY,Algonquin 50,913,Democrat,6,
McHENRY,Algonquin 50,913,Democrat,17,
McHENRY,Algonquin 50,913,Democrat,7,
McHENRY,Algonquin 50,913,Democrat,0,
McHENRY,Algonquin 50,913,Democrat,23,
McHENRY,Algonquin 50,913,Democrat,34,
McHENRY,Algonquin 50,913,Democrat,0,
McHENRY,Algonquin 50,913,Democrat,4,
McHENRY,Algonquin 50,913,Democrat,13,
McHENRY,Algonquin 11,1219,Democrat,2,
McHENRY,Algonquin 11,1219,Democrat,6,
McHENRY,Algonquin 11,1219,Democrat,20,
McHENRY,Algonquin 11,1219,Democrat,5,
McHENRY,Algonquin 11,1219,Democrat,1,
McHENRY,Algonquin 11,1219,Democrat,20,
McHENRY,Algonquin 11,1219,Democrat,33,
McHENRY,Algonquin 11,1219,Democrat,0,
McHENRY,Algonquin 11,1219,Democrat,8,
McHENRY,Algonquin 11,1219,Democrat,13,
McHENRY,Algonquin 14,883,Democrat,5,
McHENRY,Algonquin 14,883,Democrat,2,
McHENRY,Algonquin 14,883,Democrat,8,
McHENRY,Algonquin 14,883,Democrat,9,
McHENRY,Algonquin 14,883,Democrat,0,
McHENRY,Algonquin 14,883,Democrat,30,
McHENRY,Algonquin 14,883,Democrat,37,
McHENRY,Algonquin 14,883,Democrat,0,
McHENRY,Algonquin 14,883,Democrat,3,
McHENRY,Algonquin 14,883,Democrat,9,
McHENRY,Algonquin 43,1193,Democrat,4,
McHENRY,Algonquin 43,1193,Democrat,3,
McHENRY,Algonquin 43,1193,Democrat,20,
McHENRY,Algonquin 43,1193,Democrat,10,
McHENRY,Algonquin 43,1193,Democrat,0,
McHENRY,Algonquin 43,1193,Democrat,29,
McHENRY,Algonquin 43,1193,Democrat,45,
McHENRY,Algonquin 43,1193,Democrat,0,
McHENRY,Algonquin 43,1193,Democrat,8,
McHENRY,Algonquin 43,1193,Democrat,8,
McHENRY,Algonquin 46,1100,Democrat,4,
McHENRY,Algonquin 46,1100,Democrat,4,
McHENRY,Algonquin 46,1100,Democrat,27,
McHENRY,Algonquin 46,1100,Democrat,13,
KANE,SC0016,2594,Democratic,3,
KANE,SC0016,2594,Democratic,0,
KANE,SC0016,2594,Democratic,6,
KANE,SC0027,2621,Democratic,32,
KANE,SC0027,2621,Democratic,13,
KANE,SC0027,2621,Democratic,0,
KANE,SC0027,2621,Democratic,15,
KANE,SC0027,2621,Democratic,19,
KANE,SC0027,2621,Democratic,43,
KANE,SC0027,2621,Democratic,12,
KANE,SC0027,2621,Democratic,1,
KANE,SC0027,2621,Democratic,4,
KANE,EL0007,1742,Democratic,20,
KANE,EL0007,1742,Democratic,8,
KANE,EL0007,1742,Democratic,0,
KANE,EL0007,1742,Democratic,13,
KANE,EL0007,1742,Democratic,18,
KANE,EL0007,1742,Democratic,35,
KANE,EL0007,1742,Democratic,9,
KANE,EL0007,1742,Democratic,10,
KANE,EL0007,1742,Democratic,4,
KANE,EL0053,4438,Democratic,33,
KANE,EL0053,4438,Democratic,14,
KANE,EL0053,4438,Democratic,0,
KANE,EL0053,4438,Democratic,20,
KANE,EL0053,4438,Democratic,38,
KANE,EL0053,4438,Democratic,51,
KANE,EL0053,4438,Democratic,12,
KANE,EL0053,4438,Democratic,16,
KANE,EL0053,4438,Democratic,9,
KANE,SC0032,1765,Democratic,19,
KANE,SC0032,1765,Democratic,4,
KANE,SC0032,1765,Democratic,0,
KANE,SC0032,1765,Democratic,7,
KANE,SC0032,1765,Democratic,7,
KANE,SC0032,1765,Democratic,21,
KANE,SC0032,1765,Democratic,5,
KANE,SC0032,1765,Democratic,2,
KANE,SC0032,1765,Democratic,4,
KANE,DU0033,3416,Democratic,11,
KANE,DU0033,3416,Democratic,15,
KANE,DU0033,3416,Democratic,0,
KANE,DU0033,3416,Democratic,33,
DuPAGE,Milton 71,559,Democrat,0,
DuPAGE,Milton 71,559,Democrat,2,
DuPAGE,York 19,476,Democrat,1,
DuPAGE,York 19,476,Democrat,0,
DuPAGE,York 19,476,Democrat,0,
DuPAGE,York 19,476,Democrat,0,
DuPAGE,York 19,476,Democrat,5,
DuPAGE,York 19,476,Democrat,0,
DuPAGE,York 19,476,Democrat,1,
DuPAGE,York 19,476,Democrat,0,
DuPAGE,York 19,476,Democrat,2,
DuPAGE,York 19,476,Democrat,0,
DuPAGE,York 74,863,Democrat,49,
DuPAGE,York 74,863,Democrat,0,
DuPAGE,York 74,863,Democrat,0,
DuPAGE,York 74,863,Democrat,9,
DuPAGE,York 74,863,Democrat,10,
DuPAGE,York 74,863,Democrat,25,
DuPAGE,Wayne 9,750,Democrat,14,
DuPAGE,Wayne 9,750,Democrat,3,
DuPAGE,Wayne 9,750,Democrat,5,
DuPAGE,Wayne 9,750,Democrat,5,
DuPAGE,Wayne 9,750,Democrat,19,
DuPAGE,Wayne 9,750,Democrat,6,
DuPAGE,Wayne 9,750,Democrat,2,
DuPAGE,Wayne 9,750,Democrat,0,
DuPAGE,Wayne 9,750,Democrat,0,
DuPAGE,Wayne 9,750,Democrat,25,
DuPAGE,Bloomingdale 9,801,Democrat,5,
DuPAGE,Bloomingdale 9,801,Democrat,6,
DuPAGE,Bloomingdale 9,801,Democrat,0,
DuPAGE,Bloomingdale 9,801,Democrat,3,
DuPAGE,Bloomingdale 9,801,Democrat,23,
DuPAGE,Bloomingdale 9,801,Democrat,17,
DuPAGE,Bloomingdale 9,801,Democrat,0,
DuPAGE,Bloomingdale 9,801,Democrat,23,
DuPAGE,Bloomingdale 9,801,Democrat,5,
DuPAGE,Bloomingdale 9,801,Democrat,9,
DuPAGE,Milton 27,676,Democrat,26,
DuPAGE,Milton 27,676,Democrat,4,
DuPAGE,Milton 27,676,Democrat,3,
DuPAGE,Milton 27,676,Democrat,14,
LAKE,Ela 84,988,Democratic,23,
LAKE,Ela 95,1133,Democratic,5,
LAKE,Ela 95,1133,Democratic,40,
LAKE,Ela 95,1133,Democratic,43,
LAKE,Ela 95,1133,Democratic,5,
LAKE,Ela 95,1133,Democratic,23,
LAKE,Ela 95,1133,Democratic,45,
LAKE,Ela 95,1133,Democratic,11,
LAKE,Ela 95,1133,Democratic,25,
LAKE,Ela 89,1058,Democratic,9,
LAKE,Ela 89,1058,Democratic,31,
LAKE,Ela 89,1058,Democratic,33,
LAKE,Ela 89,1058,Democratic,8,
LAKE,Ela 89,1058,Democratic,23,
LAKE,Ela 89,1058,Democratic,10,
LAKE,Ela 89,1058,Democratic,6,
LAKE,Ela 89,1058,Democratic,24,
LAKE,Ela 104,1114,Democratic,5,
LAKE,Ela 104,1114,Democratic,34,
LAKE,Ela 104,1114,Democratic,43,
LAKE,Ela 104,1114,Democratic,1,
LAKE,Ela 104,1114,Democratic,18,
LAKE,Ela 104,1114,Democratic,3,
LAKE,Ela 104,1114,Democratic,2,
LAKE,Ela 104,1114,Democratic,25,
LAKE,Ela 87,1288,Democratic,5,
LAKE,Ela 87,1288,Democratic,35,
LAKE,Ela 87,1288,Democratic,57,
LAKE,Ela 87,1288,Democratic,5,
LAKE,Ela 87,1288,Democratic,38,
LAKE,Ela 87,1288,Democratic,19,
LAKE,Ela 87,1288,Democratic,5,
LAKE,Ela 87,1288,Democratic,20,
LAKE,Ela 96,1097,Democratic,4,
LAKE,Ela 96,1097,Democratic,35,
LAKE,Ela 96,1097,Democratic,55,
LAKE,Ela 96,1097,Democratic,4,
LAKE,Ela 96,1097,Democratic,26,
LAKE,Ela 96,1097,Democratic,19,
LAKE,Ela 96,1097,Democratic,7,
LAKE,Ela 96,1097,Democratic,22,
LAKE,Ela 97,964,Democratic,5,
LAKE,Ela 97,964,Democratic,33,
COOK,8700049,698,Republican,6,
KANE,SC0003,2376,Republican,0,
KANE,SC0003,2376,Republican,20,
KANE,SC0003,2376,Republican,108,
KANE,DU0023,1526,Republican,0,
KANE,DU0023,1526,Republican,3,
KANE,DU0023,1526,Republican,36,
KANE,EL0021,2346,Republican,0,
KANE,EL0021,2346,Republican,14,
KANE,EL0021,2346,Republican,46,
DuPAGE,Wayne 7,650,Republican,0,
DuPAGE,Wayne 7,650,Republican,16,
DuPAGE,Wayne 7,650,Republican,0,
DuPAGE,Wayne 10,637,Republican,101,
DuPAGE,Wayne 10,637,Republican,0,
DuPAGE,Wayne 10,637,Republican,18,
DuPAGE,Wayne 10,637,Republican,0,
DuPAGE,Bloomingdale 77,634,Republican,62,
DuPAGE,Bloomingdale 77,634,Republican,0,
DuPAGE,Bloomingdale 77,634,Republican,6,
DuPAGE,Bloomingdale 77,634,Republican,0,
DuPAGE,Bloomingdale 80,609,Republican,69,
DuPAGE,Bloomingdale 80,609,Republican,0,
DuPAGE,Bloomingdale 80,609,Republican,11,
DuPAGE,Bloomingdale 80,609,Republican,0,
DuPAGE,Milton 17,565,Republican,0,
DuPAGE,Milton 17,565,Republican,66,
DuPAGE,Milton 17,565,Republican,13,
DuPAGE,Milton 17,565,Republican,0,
DuPAGE,Milton 20,774,Republican,98,
DuPAGE,Milton 20,774,Republican,0,
DuPAGE,Milton 20,774,Republican,20,
DuPAGE,Milton 20,774,Republican,0,
DuPAGE,Milton 23,816,Republican,122,
DuPAGE,Milton 23,816,Republican,0,
DuPAGE,Milton 23,816,Republican,20,
DuPAGE,Milton 23,816,Republican,0,
DuPAGE,Milton 78,660,Republican,45,
DuPAGE,Milton 78,660,Republican,0,
DuPAGE,Milton 78,660,Republican,9,
DuPAGE,Milton 78,660,Republican,0,
DuPAGE,Milton 84,792,Republican,153,
DuPAGE,Milton 84,792,Republican,0,
DuPAGE,Milton 84,792,Republican,23,
DuPAGE,Milton 84,792,Republican,0,
DuPAGE,Downers Grove 36,923,Republican,137,
DuPAGE,Downers Grove 36,923,Republican,21,
DuPAGE,Downers Grove 36,923,Republican,0,
DuPAGE,Downers Grove 36,923,Republican,0,
DuPAGE,Downers Grove 39,807,Republican,76,
DuPAGE,Downers Grove 39,807,Republican,0,
DuPAGE,Downers Grove 39,807,Republican,0,
COOK,7000009,713,Democratic,3,
COOK,7000009,713,Democratic,33,
COOK,7000009,713,Democratic,30,
COOK,7000009,713,Democratic,5,
COOK,7000009,713,Democratic,8,
COOK,7000009,713,Democratic,4,
COOK,7000009,713,Democratic,2,
COOK,8700008,1105,Democratic,51,
COOK,8700008,1105,Democratic,6,
COOK,8700008,1105,Democratic,47,
COOK,8700008,1105,Democratic,34,
COOK,8700008,1105,Democratic,7,
COOK,8700008,1105,Democratic,28,
COOK,8700008,1105,Democratic,7,
COOK,8700008,1105,Democratic,1,
COOK,8700008,1105,Democratic,18,
COOK,7000006,1183,Democratic,57,
COOK,7000006,1183,Democratic,5,
COOK,7000006,1183,Democratic,44,
COOK,7000006,1183,Democratic,42,
COOK,7000006,1183,Democratic,4,
COOK,7000006,1183,Democratic,14,
COOK,7000006,1183,Democratic,5,
COOK,7000006,1183,Democratic,12,
COOK,7600042,1089,Democratic,49,
COOK,7600042,1089,Democratic,3,
COOK,7600042,1089,Democratic,29,
COOK,7600042,1089,Democratic,20,
COOK,7600042,1089,Democratic,6,
COOK,7600042,1089,Democratic,17,
COOK,7600042,1089,Democratic,3,
COOK,7600042,1089,Democratic,1,
COOK,7600042,1089,Democratic,15,
COOK,8700045,761,Democratic,27,
COOK,8700045,761,Democratic,7,
COOK,8700045,761,Democratic,24,
COOK,8700045,761,Democratic,41,
COOK,8700045,761,Democratic,8,
COOK,8700045,761,Democratic,8,
COOK,8700045,761,Democratic,1,
COOK,8700045,761,Democratic,11,
COOK,7900012,609,Democratic,19,
COOK,7900012,609,Democratic,10,
McHENRY,Algonquin 46,1100,Democrat,0,
McHENRY,Algonquin 46,1100,Democrat,28,
McHENRY,Algonquin 46,1100,Democrat,50,
McHENRY,Algonquin 46,1100,Democrat,0,
McHENRY,Algonquin 46,1100,Democrat,8,
McHENRY,Algonquin 46,1100,Democrat,25,
McHENRY,Algonquin 31,1229,Democrat,6,
McHENRY,Algonquin 31,1229,Democrat,7,
McHENRY,Algonquin 31,1229,Democrat,16,
McHENRY,Algonquin 31,1229,Democrat,7,
McHENRY,Algonquin 31,1229,Democrat,0,
McHENRY,Algonquin 31,1229,Democrat,16,
McHENRY,Algonquin 31,1229,Democrat,52,
McHENRY,Algonquin 31,1229,Democrat,0,
McHENRY,Algonquin 31,1229,Democrat,3,
McHENRY,Algonquin 31,1229,Democrat,10,
McHENRY,Algonquin 37,410,Democrat,0,
McHENRY,Algonquin 37,410,Democrat,0,
McHENRY,Algonquin 37,410,Democrat,7,
McHENRY,Algonquin 37,410,Democrat,1,
McHENRY,Algonquin 37,410,Democrat,0,
McHENRY,Algonquin 37,410,Democrat,10,
McHENRY,Algonquin 37,410,Democrat,16,
McHENRY,Algonquin 37,410,Democrat,0,
McHENRY,Algonquin 37,410,Democrat,1,
McHENRY,Algonquin 37,410,Democrat,0,
McHENRY,Algonquin 16,871,Democrat,0,
McHENRY,Algonquin 16,871,Democrat,2,
McHENRY,Algonquin 16,871,Democrat,7,
McHENRY,Algonquin 16,871,Democrat,7,
McHENRY,Algonquin 16,871,Democrat,0,
McHENRY,Algonquin 16,871,Democrat,21,
McHENRY,Algonquin 16,871,Democrat,59,
McHENRY,Algonquin 16,871,Democrat,0,
McHENRY,Algonquin 16,871,Democrat,0,
McHENRY,Algonquin 16,871,Democrat,12,
McHENRY,Algonquin 19,702,Democrat,2,
McHENRY,Algonquin 19,702,Democrat,0,
McHENRY,Algonquin 19,702,Democrat,12,
McHENRY,Algonquin 19,702,Democrat,1,
McHENRY,Algonquin 19,702,Democrat,0,
McHENRY,Algonquin 19,702,Democrat,25,
McHENRY,Algonquin 19,702,Democrat,47,
McHENRY,Algonquin 19,702,Democrat,0,
DuPAGE,Milton 27,676,Democrat,45,
DuPAGE,Milton 27,676,Democrat,0,
DuPAGE,Milton 27,676,Democrat,3,
DuPAGE,Milton 27,676,Democrat,0,
DuPAGE,Milton 27,676,Democrat,36,
DuPAGE,Milton 27,676,Democrat,7,
DuPAGE,Milton 30,640,Democrat,19,
DuPAGE,Milton 30,640,Democrat,6,
DuPAGE,Milton 30,640,Democrat,3,
DuPAGE,Milton 30,640,Democrat,15,
DuPAGE,Milton 30,640,Democrat,13,
DuPAGE,Milton 30,640,Democrat,0,
DuPAGE,Milton 30,640,Democrat,3,
DuPAGE,Milton 30,640,Democrat,23,
DuPAGE,Milton 30,640,Democrat,0,
DuPAGE,Milton 30,640,Democrat,5,
DuPAGE,Milton 85,657,Democrat,6,
DuPAGE,Milton 85,657,Democrat,0,
DuPAGE,Milton 85,657,Democrat,2,
DuPAGE,Milton 85,657,Democrat,2,
DuPAGE,Milton 85,657,Democrat,17,
DuPAGE,Wayne 7,650,Democrat,20,
DuPAGE,Wayne 7,650,Democrat,0,
DuPAGE,Wayne 7,650,Democrat,5,
DuPAGE,Wayne 7,650,Democrat,4,
DuPAGE,Wayne 7,650,Democrat,10,
DuPAGE,Wayne 7,650,Democrat,5,
DuPAGE,Wayne 7,650,Democrat,0,
DuPAGE,Wayne 7,650,Democrat,2,
DuPAGE,Wayne 7,650,Democrat,20,
DuPAGE,Wayne 7,650,Democrat,6,
DuPAGE,Wayne 10,637,Democrat,0,
DuPAGE,Wayne 10,637,Democrat,17,
DuPAGE,Wayne 10,637,Democrat,5,
DuPAGE,Wayne 10,637,Democrat,5,
DuPAGE,Wayne 10,637,Democrat,0,
DuPAGE,Wayne 10,637,Democrat,2,
DuPAGE,Wayne 10,637,Democrat,0,
DuPAGE,Wayne 10,637,Democrat,6,
DuPAGE,Wayne 10,637,Democrat,7,
DuPAGE,Wayne 10,637,Democrat,4,
DuPAGE,Bloomingdale 77,634,Democrat,3,
KANE,DU0033,3416,Democratic,35,
KANE,DU0033,3416,Democratic,37,
KANE,DU0033,3416,Democratic,11,
KANE,DU0033,3416,Democratic,5,
KANE,DU0033,3416,Democratic,10,
KANE,SC0030,3375,Democratic,28,
KANE,SC0030,3375,Democratic,5,
KANE,SC0030,3375,Democratic,0,
KANE,SC0030,3375,Democratic,11,
KANE,SC0030,3375,Democratic,15,
KANE,SC0030,3375,Democratic,35,
KANE,SC0030,3375,Democratic,5,
KANE,SC0030,3375,Democratic,3,
KANE,SC0030,3375,Democratic,11,
KANE,EL0038,2742,Democratic,12,
KANE,EL0038,2742,Democratic,8,
KANE,EL0038,2742,Democratic,0,
KANE,EL0038,2742,Democratic,8,
KANE,EL0038,2742,Democratic,17,
KANE,EL0038,2742,Democratic,25,
KANE,EL0038,2742,Democratic,3,
KANE,EL0038,2742,Democratic,8,
KANE,EL0038,2742,Democratic,3,
KANE,SC0024,6405,Democratic,28,
KANE,SC0024,6405,Democratic,22,
KANE,SC0024,6405,Democratic,0,
KANE,SC0024,6405,Democratic,34,
KANE,SC0024,6405,Democratic,44,
KANE,SC0024,6405,Democratic,45,
KANE,SC0024,6405,Democratic,3,
KANE,SC0024,6405,Democratic,6,
KANE,SC0024,6405,Democratic,9,
KANE,DU0001,2088,Democratic,21,
KANE,DU0001,2088,Democratic,10,
KANE,DU0001,2088,Democratic,0,
KANE,DU0001,2088,Democratic,20,
KANE,DU0001,2088,Democratic,37,
KANE,DU0001,2088,Democratic,38,
KANE,DU0001,2088,Democratic,7,
KANE,DU0001,2088,Democratic,11,
KANE,DU0001,2088,Democratic,4,
KANE,EL0050,1052,Democratic,8,
KANE,EL0050,1052,Democratic,1,
LAKE,Ela 97,964,Democratic,52,
LAKE,Ela 97,964,Democratic,4,
LAKE,Ela 97,964,Democratic,10,
LAKE,Ela 97,964,Democratic,40,
LAKE,Ela 97,964,Democratic,8,
LAKE,Ela 97,964,Democratic,24,
LAKE,Ela 97,964,Democratic,1,
LAKE,Ela 98,885,Democratic,3,
LAKE,Ela 98,885,Democratic,23,
LAKE,Ela 98,885,Democratic,63,
LAKE,Ela 98,885,Democratic,4,
LAKE,Ela 98,885,Democratic,31,
LAKE,Ela 98,885,Democratic,16,
LAKE,Ela 98,885,Democratic,6,
LAKE,Ela 98,885,Democratic,28,
LAKE,Ela 98,885,Democratic,1,
LAKE,Cuba 74,1082,Democratic,3,
LAKE,Cuba 74,1082,Democratic,26,
LAKE,Cuba 74,1082,Democratic,37,
LAKE,Cuba 74,1082,Democratic,2,
LAKE,Cuba 74,1082,Democratic,16,
LAKE,Cuba 74,1082,Democratic,6,
LAKE,Cuba 74,1082,Democratic,3,
LAKE,Cuba 74,1082,Democratic,24,
LAKE,Cuba 74,1082,Democratic,1,
LAKE,Ela 93,906,Democratic,9,
LAKE,Ela 93,906,Democratic,41,
LAKE,Ela 93,906,Democratic,43,
LAKE,Ela 93,906,Democratic,5,
LAKE,Ela 93,906,Democratic,9,
LAKE,Ela 93,906,Democratic,31,
LAKE,Ela 93,906,Democratic,5,
LAKE,Ela 93,906,Democratic,24,
LAKE,Ela 81,1294,Democratic,6,
LAKE,Ela 81,1294,Democratic,25,
LAKE,Ela 81,1294,Democratic,33,
LAKE,Ela 81,1294,Democratic,1,
LAKE,Ela 81,1294,Democratic,25,
LAKE,Ela 81,1294,Democratic,11,
LAKE,Ela 81,1294,Democratic,10,
LAKE,Ela 81,1294,Democratic,22,
LAKE,Ela 102,1337,Democratic,7,
LAKE,Ela 102,1337,Democratic,27,
DuPAGE,Bloomingdale 77,634,Democrat,22,
DuPAGE,Bloomingdale 77,634,Democrat,12,
DuPAGE,Bloomingdale 77,634,Democrat,14,
DuPAGE,Bloomingdale 77,634,Democrat,3,
DuPAGE,Bloomingdale 77,634,Democrat,0,
DuPAGE,Bloomingdale 77,634,Democrat,1,
DuPAGE,Bloomingdale 77,634,Democrat,0,
DuPAGE,Bloomingdale 77,634,Democrat,31,
DuPAGE,Bloomingdale 77,634,Democrat,4,
DuPAGE,Bloomingdale 80,609,Democrat,14,
DuPAGE,Bloomingdale 80,609,Democrat,0,
DuPAGE,Bloomingdale 80,609,Democrat,3,
DuPAGE,Bloomingdale 80,609,Democrat,7,
DuPAGE,Bloomingdale 80,609,Democrat,5,
DuPAGE,Bloomingdale 80,609,Democrat,4,
DuPAGE,Bloomingdale 80,609,Democrat,8,
DuPAGE,Bloomingdale 80,609,Democrat,2,
DuPAGE,Bloomingdale 80,609,Democrat,0,
DuPAGE,Bloomingdale 80,609,Democrat,13,
DuPAGE,Milton 17,565,Democrat,8,
DuPAGE,Milton 17,565,Democrat,0,
DuPAGE,Milton 17,565,Democrat,10,
DuPAGE,Milton 17,565,Democrat,24,
DuPAGE,Bloomingdale 43,746,Democrat,6,
DuPAGE,Bloomingdale 43,746,Democrat,26,
DuPAGE,Bloomingdale 43,746,Democrat,5,
DuPAGE,Bloomingdale 43,746,Democrat,12,
DuPAGE,Bloomingdale 43,746,Democrat,0,
DuPAGE,Bloomingdale 43,746,Democrat,18,
DuPAGE,Bloomingdale 43,746,Democrat,4,
DuPAGE,Bloomingdale 43,746,Democrat,13,
DuPAGE,Bloomingdale 43,746,Democrat,3,
DuPAGE,Bloomingdale 43,746,Democrat,0,
DuPAGE,Milton 44,548,Democrat,8,
DuPAGE,Milton 44,548,Democrat,21,
DuPAGE,Milton 44,548,Democrat,6,
DuPAGE,Milton 44,548,Democrat,21,
DuPAGE,Milton 44,548,Democrat,0,
DuPAGE,Milton 44,548,Democrat,34,
DuPAGE,Milton 44,548,Democrat,5,
DuPAGE,Downers Grove 39,807,Republican,21,
DuPAGE,Downers Grove 94,887,Republican,100,
DuPAGE,Downers Grove 94,887,Republican,0,
DuPAGE,Wayne 54,785,Republican,8,
DuPAGE,Wayne 54,785,Republican,0,
DuPAGE,Wayne 54,785,Republican,51,
DuPAGE,Wayne 54,785,Republican,0,
DuPAGE,Winfield 37,667,Republican,68,
DuPAGE,Winfield 37,667,Republican,0,
DuPAGE,Winfield 37,667,Republican,13,
DuPAGE,Winfield 37,667,Republican,0,
DuPAGE,Milton 37,768,Republican,159,
DuPAGE,Milton 37,768,Republican,0,
DuPAGE,Milton 37,768,Republican,25,
DuPAGE,Milton 37,768,Republican,0,
DuPAGE,Milton 46,509,Republican,73,
DuPAGE,Milton 46,509,Republican,0,
DuPAGE,Milton 46,509,Republican,9,
DuPAGE,Milton 46,509,Republican,0,
DuPAGE,Naperville 7,792,Republican,64,
DuPAGE,Naperville 7,792,Republican,0,
DuPAGE,Naperville 7,792,Republican,9,
DuPAGE,Naperville 7,792,Republican,0,
DuPAGE,Downers Grove 83,929,Republican,0,
DuPAGE,Downers Grove 83,929,Republican,34,
DuPAGE,Downers Grove 83,929,Republican,0,
DuPAGE,Downers Grove 83,929,Republican,4,
DuPAGE,Wayne 35,521,Republican,59,
DuPAGE,Wayne 35,521,Republican,0,
DuPAGE,Wayne 35,521,Republican,7,
DuPAGE,Wayne 35,521,Republican,0,
DuPAGE,Milton 1,641,Republican,83,
DuPAGE,Milton 1,641,Republican,0,
DuPAGE,Milton 1,641,Republican,23,
DuPAGE,Milton 1,641,Republican,0,
DuPAGE,Milton 114,620,Republican,0,
DuPAGE,Milton 114,620,Republican,60,
DuPAGE,Milton 114,620,Republican,22,
DuPAGE,Milton 114,620,Republican,0,
DuPAGE,York 62,960,Republican,0,
DuPAGE,York 62,960,Republican,43,
DuPAGE,York 62,960,Republican,0,
COOK,7900012,609,Democratic,29,
COOK,7900012,609,Democratic,24,
COOK,7900012,609,Democratic,2,
COOK,7900012,609,Democratic,5,
COOK,7900012,609,Democratic,1,
COOK,7900012,609,Democratic,11,
COOK,8700015,1099,Democratic,45,
COOK,8700015,1099,Democratic,12,
COOK,8700015,1099,Democratic,42,
COOK,8700015,1099,Democratic,31,
COOK,8700015,1099,Democratic,8,
COOK,8700015,1099,Democratic,24,
COOK,8700015,1099,Democratic,2,
COOK,8700015,1099,Democratic,12,
COOK,8700050,1376,Democratic,69,
COOK,8700050,1376,Democratic,20,
COOK,8700050,1376,Democratic,54,
COOK,8700050,1376,Democratic,50,
COOK,8700050,1376,Democratic,10,
COOK,8700050,1376,Democratic,28,
COOK,8700050,1376,Democratic,5,
COOK,8700050,1376,Democratic,22,
COOK,8700014,934,Democratic,38,
COOK,8700014,934,Democratic,8,
COOK,8700014,934,Democratic,51,
COOK,8700014,934,Democratic,29,
COOK,8700014,934,Democratic,6,
COOK,8700014,934,Democratic,18,
COOK,8700014,934,Democratic,4,
COOK,8700014,934,Democratic,1,
COOK,8700014,934,Democratic,16,
COOK,8700017,934,Democratic,51,
COOK,8700017,934,Democratic,6,
COOK,8700017,934,Democratic,68,
COOK,8700017,934,Democratic,31,
